id,device_id,product_name,product_sku,category_name,amount,status,card_number,cvv,created_at,happened_at
738,13.0,risus. Nulla,3770009015235.0,Morbi,652.0,accepted,6334837845264680.0,344.0,2022-12-01 08:35:50,2022-08-19 03:44:36
739,13.0,"ligula elit,",3770009015043.0,"eleifend,",168.0,accepted,670967 2858544539,703.0,2022-11-10 01:09:43,2022-05-24 07:33:13
740,3.0,tincidunt nibh.,3770009015044.0,sagittis.,846.0,cancelled,670 68583 58783 270,166.0,2022-11-24 07:07:50,2022-12-01 05:52:31
741,35.0,"eget, venenatis",3770009015172.0,inceptos,259.0,refused,564182747785273626,481.0,2023-02-13 09:04:02,2021-12-06 06:30:29
742,180.0,justo sit,3770009015172.0,In,780.0,refused,512586 7836467664,514.0,2022-10-13 06:34:29,2023-01-17 04:22:51
743,40.0,lobortis. Class,3770009015075.0,"pede,",483.0,cancelled,519 69958 88827 768,184.0,2022-12-30 12:51:18,2022-01-06 09:08:00
744,153.0,pede. Nunc,3770009015004.0,Aenean,126.0,cancelled,4293464423475.0,730.0,2022-10-15 11:16:40,2022-05-23 07:59:01
745,159.0,Donec est.,3770009015051.0,adipiscing,844.0,cancelled,491679 256414 8323,935.0,2022-12-31 12:40:18,2022-11-10 06:17:42
746,109.0,orci lobortis,3770009015172.0,enim.,736.0,cancelled,670961457666288669,204.0,2022-10-27 04:28:23,2022-12-11 11:28:22
747,37.0,Aenean eget,3770009015233.0,est,94.0,accepted,367238321548899.0,314.0,2022-11-13 10:22:52,2022-07-11 03:03:54
748,25.0,laoreet lectus,3770009015042.0,sed,776.0,refused,539 76418 28888 430,748.0,2023-01-13 12:19:06,2022-03-18 01:29:23
749,187.0,"rutrum, justo.",3770009015048.0,Integer,39.0,cancelled,3757 511284 89448,317.0,2022-12-23 02:13:41,2022-05-28 10:22:31
750,16.0,erat vitae,3770009015073.0,ridiculus,514.0,cancelled,630433993673687.0,321.0,2023-01-12 02:41:10,2022-12-28 03:56:17
751,126.0,"eu, euismod",3770009015234.0,mollis.,363.0,cancelled,676368594216563856,439.0,2023-02-11 11:30:05,2021-11-02 10:06:17
752,127.0,pharetra. Nam,3770009015234.0,ipsum,89.0,cancelled,2014 417654 99970,265.0,2023-01-16 01:31:54,2023-02-05 10:06:53
753,22.0,aptent taciti,3770009015073.0,accumsan,388.0,cancelled,214953653134175.0,115.0,2022-11-01 05:49:24,2022-09-17 04:12:06
754,81.0,"faucibus leo,",3770009015044.0,sit,879.0,cancelled,6446572287745459,837.0,2023-02-17 10:18:40,2022-06-01 05:49:07
755,117.0,gravida molestie,3770009015049.0,dui.,66.0,refused,3644 393153 81411,998.0,2022-11-30 11:02:48,2022-06-25 03:47:58
756,104.0,mauris. Suspendisse,3770009015075.0,faucibus,73.0,accepted,6331 1078 6568 5534,971.0,2023-01-09 12:53:30,2022-08-16 11:34:25
757,181.0,magna. Phasellus,3770009015042.0,sed,22.0,cancelled,676728757629352143,588.0,2023-02-17 11:04:51,2021-10-25 04:57:54
758,32.0,non magna.,v3770009015028,scelerisque,103.0,cancelled,6759969343188335578,948.0,2022-10-20 03:48:01,2022-01-21 03:37:49
759,153.0,neque non,3770009015052.0,dictum,150.0,refused,6334822244226736869,334.0,2023-01-16 04:57:05,2022-01-24 01:57:41
760,12.0,"fermentum vel,",3770009015051.0,eget,623.0,refused,3738 873875 78166,664.0,2022-10-14 04:20:22,2022-10-28 04:43:15
761,5.0,"non, lobortis",3770009015235.0,risus.,272.0,refused,676752426543762774,181.0,2023-02-14 02:08:20,2022-10-06 05:35:24
762,121.0,Cras sed,3770009015235.0,lacinia.,528.0,refused,514457 543766 4756,842.0,2023-01-08 07:34:29,2023-02-13 05:12:21
763,43.0,tristique pharetra.,3770009015043.0,"et,",398.0,cancelled,417500 424573 8738,827.0,2022-12-28 01:05:14,2022-04-13 06:58:46
764,21.0,at augue,3770009015075.0,"enim,",777.0,cancelled,374883928455567.0,461.0,2023-01-19 11:08:20,2022-04-14 02:48:05
765,137.0,vel quam,3770009015172.0,justo,403.0,accepted,214921345215918.0,270.0,2023-01-14 10:37:40,2022-08-31 03:46:34
766,20.0,"dolor, nonummy",3770009015073.0,"pellentesque,",304.0,cancelled,484447 272464 5834,653.0,2023-01-05 01:05:33,2022-10-23 08:12:41
767,194.0,sit amet,3770009015075.0,neque.,171.0,refused,3044 563925 55124,184.0,2022-12-25 02:37:00,2022-12-07 09:18:22
768,173.0,"congue a,",3770009015046.0,In,438.0,accepted,676 76436 21383 835,660.0,2022-11-11 08:12:18,2022-07-23 06:21:03
769,46.0,"aliquam, enim",3770009015042.0,venenatis,580.0,accepted,552 82628 12865 664,175.0,2022-11-14 04:31:18,2022-06-11 11:49:12
770,43.0,sociis natoque,3770009015004.0,"vitae,",266.0,cancelled,303638448562615.0,415.0,2022-10-31 12:21:17,2022-07-09 04:07:45
771,33.0,dolor. Fusce,3770009015233.0,orci,362.0,accepted,4556 5332 7662 2873,379.0,2023-02-09 04:16:10,2021-11-26 12:08:04
772,92.0,nisi. Cum,3770009015004.0,libero.,249.0,refused,645796 8685845592,903.0,2022-12-20 12:51:32,2022-03-17 10:39:09
773,114.0,"non, lobortis",3770009015052.0,interdum,783.0,accepted,6304828342846323,571.0,2022-12-31 02:19:06,2022-05-11 01:26:11
774,22.0,"cursus luctus,",3770009015046.0,ac,603.0,cancelled,491 36524 72646 813,713.0,2023-02-21 11:27:28,2022-10-05 04:39:43
775,61.0,quam vel,3770009015052.0,Nullam,361.0,refused,4532194844214278,822.0,2022-10-28 02:29:59,2023-01-29 12:41:42
776,151.0,"consequat auctor,",3770009015234.0,consectetuer,536.0,cancelled,453 25668 74788 323,267.0,2022-11-28 04:19:27,2022-12-29 12:05:57
777,52.0,ultricies ligula.,3770009015233.0,nec,560.0,accepted,305323483732237.0,139.0,2023-02-16 02:35:37,2021-10-03 05:21:20
778,125.0,luctus et,3770009015233.0,neque,721.0,cancelled,3007 953318 72551,466.0,2022-10-30 02:03:23,2021-11-06 10:51:50
779,62.0,"lobortis quis,",3770009015045.0,Nunc,556.0,cancelled,346245559595464.0,337.0,2023-02-12 11:03:55,2022-01-19 04:35:23
780,101.0,ac urna.,3770009015051.0,"dui,",836.0,accepted,633421 488186 3223,932.0,2023-01-04 05:23:17,2022-11-21 08:34:32
781,158.0,sit amet,3770009015044.0,"lobortis,",415.0,accepted,376944438337741.0,610.0,2022-11-26 01:22:14,2021-12-08 11:19:49
782,89.0,lobortis quam,3770009015042.0,Donec,983.0,cancelled,2149 155925 24642,283.0,2023-02-03 08:26:09,2022-11-22 11:21:17
783,158.0,mauris. Morbi,3770009015051.0,iaculis,409.0,refused,601168 3527528764,738.0,2022-12-24 12:13:05,2022-10-26 06:17:09
784,24.0,pede nec,v3770009015028,Curabitur,819.0,accepted,453976 2353682250,198.0,2022-11-22 03:32:35,2021-11-06 05:10:55
785,122.0,auctor. Mauris,v3770009015028,blandit,467.0,refused,676162276566962.0,757.0,2023-02-13 02:42:41,2022-11-24 07:41:11
786,178.0,nisi nibh,3770009015046.0,pede,19.0,cancelled,675924647158253.0,890.0,2022-10-24 11:52:37,2022-08-19 10:17:46
787,124.0,enim. Nunc,3770009015235.0,arcu.,508.0,refused,490526 277251 4388,626.0,2022-11-23 11:35:32,2022-09-03 03:27:51
788,108.0,ligula. Donec,3770009015234.0,Curabitur,309.0,accepted,362787274438776.0,894.0,2022-12-09 09:02:47,2021-12-08 02:53:45
789,159.0,a sollicitudin,3770009015073.0,felis,683.0,refused,490313 235255 6384,644.0,2023-01-04 01:46:25,2022-12-15 02:14:47
790,49.0,mi fringilla,3770009015044.0,Donec,469.0,cancelled,3718 622293 31662,486.0,2022-10-04 06:34:28,2022-09-17 11:59:45
791,151.0,ultrices posuere,3770009015075.0,non,341.0,refused,537 99566 88437 124,840.0,2022-10-07 05:32:14,2023-02-27 08:36:36
792,191.0,sem. Nulla,3770009015052.0,et,689.0,refused,490363 415293 5767,307.0,2022-11-17 10:33:21,2022-05-14 08:11:29
793,121.0,"est, congue",3770009015234.0,vitae,684.0,refused,450842 328542 2581,272.0,2022-10-27 08:35:40,2022-04-23 04:04:17
794,132.0,cursus. Nunc,3770009015042.0,dolor.,822.0,cancelled,633442 641253 4277,162.0,2022-10-28 08:23:03,2022-06-04 11:19:12
795,59.0,interdum. Sed,3770009015172.0,lobortis,897.0,cancelled,402618 355498 6855,685.0,2022-12-08 04:49:01,2021-12-06 06:34:44
796,67.0,"nec, diam.",3770009015004.0,Mauris,179.0,cancelled,6706 2176 5743 6777,973.0,2022-12-16 09:15:21,2022-09-13 11:27:53
797,72.0,augue malesuada,3770009015235.0,ut,408.0,cancelled,6767328253185538372,369.0,2022-11-19 05:21:50,2022-10-15 08:21:49
798,108.0,"cursus a,",3770009015046.0,in,331.0,cancelled,364119895722321.0,616.0,2023-01-08 11:22:56,2022-08-04 09:51:44
799,179.0,scelerisque scelerisque,3770009015075.0,Aenean,284.0,cancelled,378327617217538.0,610.0,2022-12-11 01:09:12,2022-09-03 01:20:07
800,23.0,nascetur ridiculus,3770009015047.0,ornare,450.0,accepted,3734 272117 96138,978.0,2022-11-08 08:51:15,2022-09-17 06:58:49
801,129.0,mauris. Morbi,3770009015235.0,Mauris,981.0,cancelled,365289386768239.0,393.0,2022-12-18 06:45:51,2022-09-19 01:37:41
802,19.0,eget magna.,3770009015044.0,Suspendisse,249.0,cancelled,670932 5373569578,181.0,2023-02-27 03:26:24,2021-12-14 01:50:28
803,62.0,"rutrum, justo.",3770009015048.0,ipsum,707.0,accepted,564 18286 19472 342,383.0,2023-02-05 09:12:15,2021-11-03 01:31:38
804,23.0,eget massa.,3770009015235.0,quam.,334.0,cancelled,345617774472664.0,982.0,2023-01-30 02:05:52,2021-12-10 02:09:37
805,125.0,interdum libero,3770009015043.0,augue,438.0,cancelled,670965 178184 5437,183.0,2022-12-17 08:48:47,2021-10-08 03:08:15
806,154.0,"facilisis, magna",3770009015046.0,Suspendisse,312.0,refused,6304852398436867678,436.0,2022-10-20 12:52:00,2021-10-10 11:14:03
807,10.0,egestas blandit.,3770009015073.0,mauris,448.0,accepted,3417 721363 44632,200.0,2022-10-24 11:55:49,2022-02-16 01:54:08
808,71.0,ac mi,3770009015050.0,feugiat,284.0,cancelled,214922154468226.0,544.0,2022-10-12 10:23:52,2022-04-21 04:38:42
809,187.0,risus. Donec,3770009015046.0,Nullam,489.0,refused,347231346256486.0,933.0,2023-02-22 10:43:14,2022-06-27 03:34:56
810,79.0,"orci, consectetuer",3770009015052.0,nisi,696.0,accepted,3727 625247 75572,293.0,2023-02-18 11:34:40,2022-12-09 06:03:46
811,49.0,enim. Curabitur,3770009015042.0,felis,770.0,refused,6304681287788595937,509.0,2023-01-20 07:11:55,2023-02-12 01:00:22
812,18.0,metus sit,3770009015234.0,justo,735.0,cancelled,363973685857387.0,877.0,2022-12-19 12:55:16,2022-12-31 09:25:45
813,151.0,"augue, eu",3770009015073.0,Duis,330.0,refused,5018593958612750.0,730.0,2022-12-02 12:08:57,2021-12-23 10:50:23
814,123.0,Integer sem,3770009015075.0,"ullamcorper,",8.0,accepted,3793 716822 27559,964.0,2022-10-21 11:32:47,2023-01-07 08:40:22
815,53.0,dolor. Fusce,3770009015044.0,Sed,6.0,cancelled,4508827478253647,711.0,2023-01-24 06:18:21,2021-12-08 10:25:27
816,49.0,"ullamcorper eu,",3770009015043.0,Aenean,172.0,cancelled,379732438565289.0,413.0,2023-02-22 07:28:25,2022-05-30 01:09:37
817,167.0,odio. Nam,3770009015004.0,ullamcorper,172.0,refused,6304272942827252,683.0,2022-11-09 10:22:04,2021-10-04 02:18:35
818,42.0,Praesent luctus.,3770009015075.0,Quisque,484.0,refused,670944 3616465163,744.0,2023-01-14 02:46:01,2022-06-21 11:18:52
819,165.0,lacus. Quisque,3770009015050.0,dis,996.0,accepted,201411153245335.0,142.0,2023-01-10 01:19:23,2022-03-24 11:14:08
820,181.0,eros. Proin,3770009015074.0,habitant,35.0,accepted,6304 779322 73216,821.0,2022-12-06 12:59:04,2022-11-03 02:47:05
821,72.0,varius. Nam,3770009015047.0,semper,925.0,cancelled,4917344245949858,344.0,2022-10-02 10:16:08,2021-12-25 06:58:54
822,117.0,dolor. Fusce,3770009015046.0,mi,602.0,accepted,67618513497794.0,320.0,2022-12-04 05:29:13,2022-06-15 12:13:43
823,108.0,magna a,3770009015233.0,feugiat,918.0,accepted,414355 448754 5554,885.0,2022-11-20 02:34:18,2022-05-15 06:19:08
824,170.0,massa. Quisque,3770009015048.0,libero.,982.0,accepted,517756 346857 5877,408.0,2023-01-27 12:52:20,2021-12-11 05:58:15
825,143.0,"vestibulum, neque",3770009015004.0,fringilla,331.0,refused,6709783794557184519,231.0,2022-12-26 10:33:17,2022-12-10 03:59:25
826,57.0,"ligula tortor,",3770009015048.0,nunc,482.0,accepted,67099267342716661,935.0,2022-12-26 12:22:32,2022-07-07 05:35:45
827,187.0,"purus sapien,",3770009015050.0,elit,630.0,cancelled,214971723423238.0,218.0,2022-10-19 04:14:13,2022-03-11 05:12:33
828,152.0,sed dui.,3770009015047.0,sit,413.0,cancelled,6484 3958 8545 4412,132.0,2022-11-03 02:03:16,2023-01-21 04:57:29
829,33.0,et magnis,3770009015048.0,congue,76.0,refused,3484 964844 84898,946.0,2022-12-12 12:30:37,2022-08-27 05:17:57
830,26.0,aliquam arcu.,3770009015048.0,scelerisque,17.0,refused,644 45528 66473 170,586.0,2023-02-23 01:09:43,2021-11-28 06:52:35
831,173.0,Nam ligula,3770009015172.0,felis,895.0,cancelled,4842733188679565,675.0,2023-01-07 12:29:46,2022-11-26 05:18:33
832,8.0,nisl arcu,3770009015075.0,interdum.,37.0,cancelled,5356777266637639,882.0,2023-02-23 04:13:26,2022-12-26 02:33:28
833,19.0,sit amet,3770009015051.0,justo.,58.0,accepted,3769 516661 75826,865.0,2022-12-17 03:31:55,2022-12-22 04:25:06
834,93.0,sit amet,3770009015074.0,mollis,634.0,accepted,512727 733413 5474,918.0,2022-11-09 08:12:52,2023-02-02 01:12:27
835,48.0,Nunc ac,3770009015233.0,imperdiet,154.0,cancelled,214972595876776.0,350.0,2022-10-24 06:24:42,2022-01-02 12:14:46
836,189.0,pede et,3770009015044.0,lectus,527.0,refused,471653 6689974739,882.0,2022-12-22 12:52:45,2022-10-30 05:49:52
837,32.0,lacinia mattis.,3770009015048.0,Maecenas,868.0,refused,6763 364314 7821,340.0,2022-10-05 07:19:02,2022-04-21 02:38:47
838,131.0,"at, velit.",3770009015049.0,"amet,",514.0,cancelled,6759435632378.0,464.0,2023-01-13 10:47:35,2023-01-06 05:32:28
839,96.0,Morbi neque,3770009015047.0,erat,915.0,accepted,676332 249965 8461,166.0,2022-11-27 05:50:45,2021-11-08 06:07:25
840,171.0,velit. Aliquam,3770009015044.0,"eu,",439.0,refused,6334 7457 3383 3351,725.0,2023-01-08 12:00:14,2022-06-20 11:03:58
841,7.0,nunc sed,3770009015043.0,faucibus,742.0,accepted,455618 823133 5317,219.0,2022-11-11 08:59:39,2021-12-02 08:16:12
842,8.0,urna. Vivamus,3770009015051.0,dis,87.0,cancelled,676731 7296758635,645.0,2022-12-27 07:06:29,2021-12-17 06:57:47
843,18.0,Morbi neque,3770009015049.0,"vulputate,",372.0,cancelled,6334245533952766,628.0,2023-02-28 07:56:55,2021-12-05 02:43:30
844,45.0,nibh sit,3770009015004.0,ipsum.,920.0,cancelled,6489145454763684,658.0,2022-11-07 08:21:49,2023-01-14 02:40:59
845,37.0,eu tellus.,3770009015050.0,Aenean,328.0,accepted,4844 3717 4438 8278,360.0,2023-02-01 02:29:12,2022-06-02 01:05:52
846,74.0,"eget, volutpat",3770009015052.0,Phasellus,360.0,refused,537965 135663 7747,902.0,2022-10-14 11:02:31,2022-03-18 01:09:43
847,38.0,Nulla tempor,v3770009015028,tellus,893.0,accepted,5266 8753 5443 5194,594.0,2022-11-17 10:38:52,2022-01-01 12:38:08
848,142.0,amet lorem,3770009015051.0,"nec,",391.0,accepted,568293 4513718382,118.0,2022-12-06 08:38:35,2022-04-26 05:50:56
849,152.0,"tristique ac,",3770009015075.0,lorem,869.0,cancelled,6331109786621523,806.0,2022-11-26 10:23:28,2022-05-24 07:34:08
850,191.0,"Donec tempus,",3770009015051.0,Nunc,664.0,refused,535264 835374 6449,315.0,2023-01-10 08:07:04,2022-07-21 12:57:58
851,26.0,"nunc est,",3770009015046.0,ipsum,664.0,refused,4539 753 32 7987,630.0,2022-12-25 07:09:25,2022-10-16 05:48:11
852,55.0,risus. Nulla,3770009015233.0,varius,539.0,cancelled,373941658844839.0,555.0,2022-12-04 08:38:00,2022-09-30 04:37:38
853,163.0,arcu. Sed,3770009015172.0,"eu,",239.0,accepted,490565 1137672826,853.0,2023-01-01 04:46:04,2022-05-09 03:40:29
854,93.0,luctus sit,3770009015234.0,pede,605.0,cancelled,4929 9568 5777 4740,957.0,2022-10-11 04:56:33,2023-02-15 06:30:51
855,115.0,"nec, cursus",3770009015045.0,"sed,",390.0,cancelled,546273 272188 3626,399.0,2022-10-03 06:26:17,2022-03-18 07:08:36
856,72.0,Cras eget,3770009015075.0,tristique,707.0,cancelled,555425 5265589572,323.0,2023-01-31 09:02:30,2021-10-12 12:23:09
857,177.0,lacus. Cras,3770009015043.0,sed,143.0,accepted,305633968495765.0,247.0,2022-10-12 02:27:27,2022-06-23 09:07:25
858,30.0,lectus. Cum,3770009015172.0,sagittis,76.0,accepted,214984833876443.0,938.0,2023-01-03 04:15:24,2022-07-13 04:58:00
859,130.0,"imperdiet nec,",3770009015050.0,malesuada.,109.0,refused,6767228581634763824,140.0,2023-02-13 11:04:24,2023-01-22 08:16:39
860,72.0,"nec, malesuada",3770009015074.0,"vulputate,",816.0,accepted,3657 692216 52516,550.0,2022-10-02 07:16:50,2021-11-06 08:05:18
861,143.0,eleifend egestas.,3770009015052.0,enim.,53.0,cancelled,676756 15 5858 3827 474,774.0,2023-02-27 07:04:59,2021-10-02 03:08:17
862,21.0,Aliquam erat,3770009015234.0,feugiat,484.0,accepted,300883214555483.0,711.0,2022-12-12 12:20:59,2022-07-06 09:13:39
863,11.0,et magnis,3770009015042.0,eu,688.0,refused,2014 454879 87329,541.0,2023-01-10 12:24:51,2022-12-24 04:07:49
864,158.0,"varius et,",3770009015043.0,dolor,342.0,refused,670933 64 9678 1468 757,620.0,2022-10-15 11:16:22,2022-01-16 02:04:59
865,76.0,"felis orci,",v3770009015028,leo.,241.0,accepted,6709475664347620.0,519.0,2022-12-17 11:41:29,2022-11-09 03:14:19
866,59.0,augue. Sed,3770009015047.0,nibh,568.0,cancelled,201446465429581.0,659.0,2022-10-31 01:34:00,2022-10-29 12:16:35
867,15.0,"nec, mollis",3770009015042.0,"pellentesque,",385.0,accepted,3777 335235 52515,332.0,2022-11-26 10:15:10,2022-12-10 10:04:32
868,167.0,sit amet,3770009015048.0,gravida,143.0,accepted,369278411463441.0,319.0,2022-11-28 07:28:17,2022-05-05 11:53:40
869,50.0,"a, arcu.",3770009015052.0,pretium,901.0,accepted,214967642415750.0,518.0,2023-02-24 09:20:25,2022-08-17 08:06:02
870,67.0,"ut, molestie",3770009015042.0,bibendum,351.0,refused,453232 2329776335,857.0,2023-02-15 12:03:02,2022-11-06 04:45:52
871,89.0,"mi felis,",3770009015172.0,Suspendisse,516.0,cancelled,464112 1289445768,811.0,2023-02-11 11:04:10,2021-10-29 11:09:17
872,17.0,quam a,3770009015044.0,magna,283.0,refused,633366 81 8728 4324 129,337.0,2022-11-17 02:04:03,2021-10-22 06:37:09
873,95.0,sociis natoque,3770009015043.0,"lacus,",333.0,refused,362684165844453.0,684.0,2023-01-25 10:05:57,2022-04-24 12:15:12
874,84.0,diam. Sed,3770009015043.0,convallis,531.0,refused,201466537574321.0,419.0,2022-12-03 06:39:14,2022-06-13 12:46:38
875,185.0,id magna,3770009015075.0,laoreet,918.0,accepted,4026726839884699,586.0,2023-01-23 08:37:09,2022-01-15 10:55:39
876,166.0,Cras convallis,3770009015172.0,semper,484.0,cancelled,658628 8745942352,355.0,2022-12-06 05:48:41,2022-12-30 02:19:49
877,111.0,"vulputate, posuere",3770009015047.0,"dui,",341.0,accepted,453955 3443762628,713.0,2022-11-05 12:54:05,2021-10-21 06:38:02
878,195.0,molestie arcu.,3770009015234.0,velit,896.0,cancelled,57475683726498.0,811.0,2023-01-28 12:43:26,2022-09-09 08:02:07
879,113.0,Cras dolor,3770009015172.0,Nunc,653.0,refused,375857792997853.0,650.0,2022-10-14 06:45:11,2022-12-30 06:22:36
880,51.0,urna suscipit,3770009015047.0,"placerat,",708.0,accepted,373661335486123.0,632.0,2022-11-02 05:35:14,2022-12-20 03:00:23
881,106.0,"dolor, tempus",3770009015004.0,est,674.0,accepted,300872511784235.0,156.0,2022-11-29 10:41:13,2023-01-13 09:06:10
882,81.0,"semper erat,",3770009015074.0,Sed,367.0,refused,676233 47 5334 9266 268,799.0,2022-10-04 01:13:34,2022-06-05 08:39:59
883,68.0,ullamcorper viverra.,3770009015043.0,Donec,605.0,accepted,67619717921787.0,762.0,2022-10-18 11:47:32,2022-09-17 10:57:47
884,38.0,lacus. Ut,3770009015048.0,et,994.0,cancelled,67717822464413356,994.0,2023-01-10 07:14:30,2023-01-16 11:58:35
885,152.0,Donec vitae,3770009015074.0,faucibus.,582.0,cancelled,491784 7563874565,716.0,2023-02-22 02:22:10,2023-02-11 05:35:22
886,109.0,sem ut,3770009015073.0,tristique,242.0,refused,3424 329186 58456,831.0,2022-11-26 09:26:06,2022-08-23 07:00:18
887,52.0,quis arcu,3770009015047.0,"dolor,",509.0,cancelled,471625 466763 5286,470.0,2022-12-11 11:29:09,2021-11-08 10:06:36
888,190.0,auctor velit.,v3770009015028,lorem,152.0,cancelled,372643441546652.0,285.0,2023-02-14 10:21:55,2021-11-21 01:53:07
889,113.0,fringilla est.,3770009015044.0,vehicula,551.0,cancelled,366835673568457.0,428.0,2023-01-03 07:31:36,2022-10-15 01:16:21
890,151.0,Nunc laoreet,3770009015075.0,eu,549.0,accepted,67634578633249.0,345.0,2022-12-27 08:15:10,2022-12-19 04:22:13
891,173.0,"nisl sem,",3770009015074.0,"vitae,",269.0,refused,6455 7293 5732 4452,269.0,2023-01-28 02:01:22,2021-10-09 04:39:18
892,36.0,lorem ut,3770009015234.0,velit.,475.0,accepted,6709627436868776472,259.0,2022-12-30 11:21:25,2021-10-16 06:56:13
893,14.0,eu elit.,3770009015042.0,hendrerit,459.0,accepted,519 48973 27664 111,692.0,2022-10-02 03:34:23,2022-01-16 05:23:00
894,167.0,"quis, tristique",3770009015235.0,rhoncus,704.0,accepted,4844 8822 9537 9268,721.0,2023-02-01 02:57:59,2022-07-04 04:48:41
895,125.0,magnis dis,3770009015073.0,Integer,217.0,cancelled,3657 294627 35883,160.0,2023-02-16 01:40:40,2023-02-24 08:57:12
896,133.0,tincidunt aliquam,3770009015048.0,dui.,955.0,accepted,3476 649736 47355,126.0,2022-12-08 03:38:25,2022-05-27 03:45:55
897,195.0,nascetur ridiculus,3770009015043.0,diam,149.0,refused,4024007158330.0,593.0,2023-01-27 01:05:27,2022-07-30 08:05:53
898,180.0,a feugiat,3770009015050.0,nascetur,756.0,accepted,515752 8954522661,639.0,2022-11-15 01:10:50,2022-12-27 04:20:26
899,168.0,"malesuada vel,",3770009015234.0,"elit,",736.0,cancelled,302487973447532.0,203.0,2022-12-28 08:02:26,2022-09-09 04:21:19
900,123.0,metus. Vivamus,3770009015048.0,a,587.0,accepted,450823 234236 5331,900.0,2022-12-06 07:26:48,2022-12-30 08:47:30
901,52.0,sapien. Nunc,3770009015051.0,Donec,113.0,cancelled,6334287483558326,796.0,2022-12-23 04:00:36,2023-01-16 10:32:11
902,145.0,Mauris non,3770009015234.0,ac,348.0,accepted,6492455437959977,808.0,2022-12-13 09:18:59,2022-08-01 07:20:14
903,199.0,"nibh enim,",3770009015049.0,rutrum,827.0,accepted,2014 144528 23760,260.0,2022-10-31 05:27:28,2022-09-19 06:34:51
904,60.0,odio. Phasellus,3770009015046.0,eros,312.0,refused,214958787723272.0,928.0,2023-01-26 09:13:40,2022-09-06 09:17:10
905,8.0,sem mollis,3770009015074.0,semper,631.0,cancelled,4757788323660.0,414.0,2022-12-13 11:28:40,2023-02-11 01:18:59
906,84.0,Morbi sit,3770009015043.0,"ornare,",640.0,cancelled,342865437539626.0,145.0,2022-11-19 06:10:24,2023-02-05 05:34:23
907,51.0,"pellentesque, tellus",3770009015047.0,pede,503.0,cancelled,364176826613326.0,990.0,2023-02-13 08:04:55,2022-07-03 12:18:40
908,140.0,bibendum fermentum,3770009015052.0,justo,796.0,accepted,366682575774175.0,222.0,2022-10-15 04:57:31,2022-11-14 03:57:52
909,113.0,"volutpat ornare,",v3770009015028,Nulla,393.0,accepted,453935 8633142528,667.0,2022-11-15 07:07:05,2021-12-14 12:33:14
910,170.0,cursus. Integer,3770009015045.0,vulputate,749.0,accepted,644133 3246838645,631.0,2022-10-11 01:45:21,2022-04-16 03:28:45
911,34.0,aliquet odio.,3770009015004.0,aliquet,344.0,refused,2149 953728 64731,885.0,2022-12-05 10:08:51,2022-04-15 02:09:06
912,41.0,"tempus, lorem",3770009015234.0,"eu,",968.0,cancelled,4539578427822676,383.0,2022-11-10 08:25:24,2022-07-29 08:46:07
913,47.0,magna. Sed,3770009015046.0,"vulputate,",630.0,cancelled,201452213433750.0,890.0,2022-10-03 07:13:11,2023-02-02 05:45:55
914,182.0,non quam.,3770009015047.0,ac,142.0,refused,3055 362399 65989,233.0,2023-02-22 09:03:41,2022-05-11 05:57:45
915,16.0,neque. Sed,3770009015051.0,aliquet,615.0,cancelled,3005 324687 68785,616.0,2022-10-01 12:46:23,2022-07-02 02:59:48
916,48.0,Curabitur dictum.,3770009015046.0,parturient,15.0,cancelled,304245285581853.0,937.0,2022-10-16 01:05:26,2022-07-23 05:43:31
917,122.0,"elit, pretium",3770009015073.0,facilisi.,912.0,accepted,3038 615356 41627,308.0,2023-01-02 09:29:40,2022-03-29 11:19:42
918,41.0,"volutpat ornare,",3770009015049.0,elit.,538.0,refused,348419296112465.0,618.0,2022-11-26 09:07:20,2022-04-14 12:03:38
919,16.0,ut nisi,3770009015234.0,sed,441.0,cancelled,4903843524382489,142.0,2022-10-22 04:52:38,2021-11-27 05:52:15
920,7.0,lectus sit,3770009015004.0,Mauris,269.0,refused,646834 2757556536,423.0,2022-10-22 07:28:36,2022-04-13 12:03:10
921,36.0,"nec, malesuada",3770009015235.0,magna.,525.0,cancelled,6709436812852754,872.0,2023-02-26 07:37:32,2022-10-24 09:08:09
922,170.0,sociis natoque,3770009015074.0,orci,523.0,cancelled,2149 333357 24825,128.0,2022-10-07 05:18:09,2022-04-13 11:08:17
923,170.0,dolor. Fusce,3770009015233.0,turpis.,18.0,accepted,6334141458759165684,328.0,2023-01-13 08:54:17,2022-10-29 11:00:36
924,120.0,primis in,v3770009015028,luctus,235.0,cancelled,6465332153593160.0,243.0,2023-01-05 09:29:37,2022-04-22 08:46:55
925,198.0,Phasellus elit,3770009015052.0,mauris,528.0,accepted,648314 6885282449,897.0,2022-12-08 02:49:58,2022-04-04 06:48:21
926,131.0,"non, bibendum",3770009015004.0,dolor,837.0,refused,525815 2724567837,692.0,2022-11-12 07:24:40,2022-02-21 05:38:39
927,158.0,Etiam imperdiet,3770009015046.0,Cum,858.0,cancelled,378943825537549.0,117.0,2022-11-28 06:44:36,2022-03-25 07:50:24
928,179.0,odio. Nam,3770009015234.0,inceptos,288.0,refused,588827 232123 8760,668.0,2022-10-13 04:46:45,2022-08-21 11:14:50
929,105.0,Ut sagittis,3770009015048.0,arcu.,593.0,refused,3627 875239 28114,610.0,2023-01-27 01:23:54,2022-09-19 01:24:25
